File_name	Segment	t	t_m	F0	Int
GJF_si13	t13	1	0.016	88.13	63.31
GJF_si13	t13	2	0.048	87.43	65.56
GJF_si13	t13	3	0.079	87.74	66.95
GJF_si13	t13	4	0.111	88.71	68.02
GJF_si13	t13	5	0.143	89.6	68.77
GJF_si13	t13	6	0.174	NA	70.8
GJF_si13	t13	7	0.206	NA	74.03
GJF_si13	t13	8	0.238	NA	75.54
GJF_si13	t13	9	0.269	127.75	75.91
GJF_si13	t13	10	0.301	127.97	74.7
GJF_si13	t13	1	0.017	92.05	64.55
GJF_si13	t13	2	0.052	92.03	66.8
GJF_si13	t13	3	0.087	91.74	67.15
GJF_si13	t13	4	0.121	92.65	67.67
GJF_si13	t13	5	0.156	95.38	69.24
GJF_si13	t13	6	0.19	101.35	71.89
GJF_si13	t13	7	0.225	NA	73.81
GJF_si13	t13	8	0.26	NA	74.96
GJF_si13	t13	9	0.294	126.83	74.74
GJF_si13	t13	10	0.329	127.21	69.98
GJF_si13	t13	1	0.015	90.42	63.36
GJF_si13	t13	2	0.046	89.34	65.37
GJF_si13	t13	3	0.077	88.54	66.39
GJF_si13	t13	4	0.108	88.72	67.22
GJF_si13	t13	5	0.139	91.04	68.18
GJF_si13	t13	6	0.17	93.37	70.55
GJF_si13	t13	7	0.201	NA	73.04
GJF_si13	t13	8	0.231	NA	73.67
GJF_si13	t13	9	0.262	NA	73.37
GJF_si13	t13	10	0.293	NA	70.29
GJF_si21	t21	1	0.014	87.38	62.37
GJF_si21	t21	2	0.041	86.54	64.46
GJF_si21	t21	3	0.068	83.78	64.22
GJF_si21	t21	4	0.096	81.46	64.07
GJF_si21	t21	5	0.123	80.5	63.99
GJF_si21	t21	6	0.15	79.56	62.96
GJF_si21	t21	7	0.178	78.19	61.92
GJF_si21	t21	8	0.205	77.47	61.25
GJF_si21	t21	9	0.232	77.16	60.37
GJF_si21	t21	10	0.26	NA	57.71
GJF_si21	t21	1	0.014	87.58	63.32
GJF_si21	t21	2	0.042	87.24	64.81
GJF_si21	t21	3	0.07	87.21	65.45
GJF_si21	t21	4	0.098	86.99	65.55
GJF_si21	t21	5	0.126	84.59	65.57
GJF_si21	t21	6	0.153	81.19	65.13
GJF_si21	t21	7	0.181	79.32	64.68
GJF_si21	t21	8	0.209	77.03	63.46
GJF_si21	t21	9	0.237	76.58	61.76
GJF_si21	t21	10	0.265	77.02	60.21
GJF_si21	t21	1	0.012	85.49	62.88
GJF_si21	t21	2	0.037	84.54	63.97
GJF_si21	t21	3	0.061	83.39	63.67
GJF_si21	t21	4	0.085	83.76	63.2
GJF_si21	t21	5	0.11	84.08	63.28
GJF_si21	t21	6	0.134	83.21	63.16
GJF_si21	t21	7	0.159	81.46	62.71
GJF_si21	t21	8	0.183	80.92	61.98
GJF_si21	t21	9	0.207	80.53	60.79
GJF_si21	t21	10	0.232	NA	58.37
GJF_si24	t24	1	0.017	NA	59.61
GJF_si24	t24	2	0.05	90.55	62.28
GJF_si24	t24	3	0.084	90.4	64.08
GJF_si24	t24	4	0.117	92.55	65.26
GJF_si24	t24	5	0.151	96.95	67.62
GJF_si24	t24	6	0.184	NA	69.86
GJF_si24	t24	7	0.218	NA	71.92
GJF_si24	t24	8	0.252	NA	73.66
GJF_si24	t24	9	0.285	394.36	73.12
GJF_si24	t24	10	0.319	390.03	67.73
GJF_si24	t24	1	0.017	94.98	63.97
GJF_si24	t24	2	0.051	92.84	65.92
GJF_si24	t24	3	0.086	91.17	65.82
GJF_si24	t24	4	0.12	91.89	66.23
GJF_si24	t24	5	0.154	92.98	66.9
GJF_si24	t24	6	0.188	98.69	68.41
GJF_si24	t24	7	0.223	107.91	70.23
GJF_si24	t24	8	0.257	119.69	72.36
GJF_si24	t24	9	0.291	127.55	74.01
GJF_si24	t24	10	0.325	132.14	72.74
GJF_si24	t24	1	0.017	88.95	61.85
GJF_si24	t24	2	0.05	89.06	64.89
GJF_si24	t24	3	0.084	88.75	64.87
GJF_si24	t24	4	0.117	89.42	65.08
GJF_si24	t24	5	0.151	94.45	67.25
GJF_si24	t24	6	0.184	97.59	70.38
GJF_si24	t24	7	0.218	NA	72.25
GJF_si24	t24	8	0.251	NA	73.2
GJF_si24	t24	9	0.285	132.55	73.09
GJF_si24	t24	10	0.318	130.46	67.66
GJF_si24	t24	1	0.016	88.61	61.32
GJF_si24	t24	2	0.047	88.44	63.53
GJF_si24	t24	3	0.079	88.47	64.57
GJF_si24	t24	4	0.11	89.84	65.33
GJF_si24	t24	5	0.141	92.67	67.09
GJF_si24	t24	6	0.173	NA	69.48
GJF_si24	t24	7	0.204	NA	71.03
GJF_si24	t24	8	0.236	NA	72.01
GJF_si24	t24	9	0.267	NA	71.73
GJF_si24	t24	10	0.299	NA	66.26
GJF_si24	t24	1	0.016	88.28	62.53
GJF_si24	t24	2	0.048	89.74	64.4
GJF_si24	t24	3	0.08	91.38	65.76
GJF_si24	t24	4	0.112	91.03	65.65
GJF_si24	t24	5	0.144	91.32	65.26
GJF_si24	t24	6	0.176	NA	66.87
GJF_si24	t24	7	0.208	NA	69.63
GJF_si24	t24	8	0.24	NA	71.37
GJF_si24	t24	9	0.272	NA	69.91
GJF_si24	t24	10	0.305	NA	62.03
GJF_si24	t24	1	0.013	93.21	64.25
GJF_si24	t24	2	0.039	92.31	66.38
GJF_si24	t24	3	0.065	91.26	66.5
GJF_si24	t24	4	0.091	91.1	66.71
GJF_si24	t24	5	0.118	92.37	67.8
GJF_si24	t24	6	0.144	96.85	70.05
GJF_si24	t24	7	0.17	101.39	72.21
GJF_si24	t24	8	0.196	103.3	72.81
GJF_si24	t24	9	0.222	NA	71.45
GJF_si24	t24	10	0.248	NA	68.42
GJF_si34	t34	1	0.018	122.23	66.42
GJF_si34	t34	2	0.055	120.94	69.68
GJF_si34	t34	3	0.092	119.09	71.23
GJF_si34	t34	4	0.128	119.64	72.26
GJF_si34	t34	5	0.165	121.19	72.82
GJF_si34	t34	6	0.201	123.17	73.49
GJF_si34	t34	7	0.238	126.15	74.31
GJF_si34	t34	8	0.275	129.44	74.79
GJF_si34	t34	9	0.311	132.95	74.97
GJF_si34	t34	10	0.348	137.85	73.6
GJF_si34	t34	1	0.02	119.5	68.54
GJF_si34	t34	2	0.059	117.74	72.92
GJF_si34	t34	3	0.099	117.83	74.22
GJF_si34	t34	4	0.138	121.56	75.11
GJF_si34	t34	5	0.178	122.67	75.93
GJF_si34	t34	6	0.217	123.52	76.04
GJF_si34	t34	7	0.257	125.16	76.1
GJF_si34	t34	8	0.296	128.79	75.91
GJF_si34	t34	9	0.336	134.4	75.78
GJF_si34	t34	10	0.375	138.33	74.09
GJF_si34	t34	1	0.02	116.04	69.69
GJF_si34	t34	2	0.059	116.49	73.31
GJF_si34	t34	3	0.099	117.61	74.46
GJF_si34	t34	4	0.138	118.63	74.77
GJF_si34	t34	5	0.177	119.43	75.02
GJF_si34	t34	6	0.217	120.14	75.16
GJF_si34	t34	7	0.256	121.43	75.6
GJF_si34	t34	8	0.296	124.44	76.42
GJF_si34	t34	9	0.335	130.14	76.76
GJF_si34	t34	10	0.374	138.43	74.08
GJF_si42	t34	1	0.019	141.15	67.6
GJF_si42	t34	2	0.057	142.05	72.71
GJF_si42	t34	3	0.096	144.27	73.86
GJF_si42	t34	4	0.134	142.39	73.67
GJF_si42	t34	5	0.172	139.63	73.89
GJF_si42	t34	6	0.21	137.24	73.99
GJF_si42	t34	7	0.248	131.98	73.88
GJF_si42	t34	8	0.287	NA	72.79
GJF_si42	t34	9	0.325	NA	71.09
GJF_si42	t34	10	0.363	NA	67.51
GJF_si42	t34	1	0.02	138.46	72.99
GJF_si42	t34	2	0.06	140.07	76.43
GJF_si42	t34	3	0.1	138.98	76.69
GJF_si42	t34	4	0.14	136.29	76.45
GJF_si42	t34	5	0.18	133.62	76.2
GJF_si42	t34	6	0.22	130.04	75.99
GJF_si42	t34	7	0.261	NA	73.73
GJF_si42	t34	8	0.301	NA	71.5
GJF_si42	t34	9	0.341	NA	67.74
GJF_si42	t34	10	0.381	NA	60.81
GJF_si42	t34	1	0.019	137.76	70.32
GJF_si42	t34	2	0.057	138.9	73.67
GJF_si42	t34	3	0.095	142.52	74.54
GJF_si42	t34	4	0.133	144.3	74.66
GJF_si42	t34	5	0.171	141.38	74.32
GJF_si42	t34	6	0.209	132.49	74.66
GJF_si42	t34	7	0.247	NA	73.72
GJF_si42	t34	8	0.285	NA	72.05
GJF_si42	t34	9	0.323	NA	68.84
GJF_si42	t34	10	0.361	NA	63
GJF_si45	t45	1	0.013	162.61	70.86
GJF_si45	t45	2	0.04	164.69	74.61
GJF_si45	t45	3	0.066	168.6	75.66
GJF_si45	t45	4	0.092	173.34	76.57
GJF_si45	t45	5	0.119	176.96	77.27
GJF_si45	t45	6	0.145	184.52	77.72
GJF_si45	t45	7	0.172	195.31	77.78
GJF_si45	t45	8	0.198	207.19	76.54
GJF_si45	t45	9	0.224	217.52	74.69
GJF_si45	t45	10	0.251	413.69	71.67
GJF_si45	t45	1	0.015	149.76	68.24
GJF_si45	t45	2	0.044	152.5	73.2
GJF_si45	t45	3	0.073	157.76	75.75
GJF_si45	t45	4	0.103	159.68	77.07
GJF_si45	t45	5	0.132	161.82	77.95
GJF_si45	t45	6	0.161	166.14	78.51
GJF_si45	t45	7	0.191	175.91	79.46
GJF_si45	t45	8	0.22	190.35	79.85
GJF_si45	t45	9	0.249	204.32	77.45
GJF_si45	t45	10	0.279	200.35	75.05
GJF_si45	t45	1	0.014	158.95	68.58
GJF_si45	t45	2	0.042	161.74	72.78
GJF_si45	t45	3	0.07	166.72	74.77
GJF_si45	t45	4	0.098	170.15	76.25
GJF_si45	t45	5	0.126	171.59	77.57
GJF_si45	t45	6	0.154	176.26	78.71
GJF_si45	t45	7	0.182	188.97	79.31
GJF_si45	t45	8	0.21	205.26	78.28
GJF_si45	t45	9	0.238	216.25	76.01
GJF_si45	t45	10	0.266	212.89	74.68
LG_t13	t13	1	0.015	NA	49.28
LG_t13	t13	2	0.045	NA	50.78
LG_t13	t13	3	0.075	139.2	51.33
LG_t13	t13	4	0.105	142.54	52.71
LG_t13	t13	5	0.134	146.58	54.37
LG_t13	t13	6	0.164	150.87	56.03
LG_t13	t13	7	0.194	156.87	57.07
LG_t13	t13	8	0.224	163.53	59.88
LG_t13	t13	9	0.254	168.89	60.29
LG_t13	t13	10	0.284	NA	48.8
LG_t13	t13	1	0.014	138.64	49.77
LG_t13	t13	2	0.041	136.56	49.96
LG_t13	t13	3	0.069	134.72	50.2
LG_t13	t13	4	0.097	139.59	51.54
LG_t13	t13	5	0.124	146.19	53.83
LG_t13	t13	6	0.152	150.88	55.62
LG_t13	t13	7	0.179	154.22	56.91
LG_t13	t13	8	0.207	161.1	59.2
LG_t13	t13	9	0.234	168.05	59.75
LG_t13	t13	10	0.262	166.91	51.99
LG_t13	t13	1	0.014	136.77	49.84
LG_t13	t13	2	0.042	136.11	50.91
LG_t13	t13	3	0.07	135.98	50.92
LG_t13	t13	4	0.098	135.88	51.7
LG_t13	t13	5	0.126	140.21	52.82
LG_t13	t13	6	0.154	146.65	54.69
LG_t13	t13	7	0.181	154.35	56.62
LG_t13	t13	8	0.209	159.67	58.52
LG_t13	t13	9	0.237	163.64	58.45
LG_t13	t13	10	0.265	164.52	48.91
LG_t21	t21	1	0.013	NA	47.93
LG_t21	t21	2	0.038	NA	48.82
LG_t21	t21	3	0.064	NA	47.55
LG_t21	t21	4	0.09	NA	46.12
LG_t21	t21	5	0.115	NA	45.95
LG_t21	t21	6	0.141	NA	44.77
LG_t21	t21	7	0.166	NA	43.77
LG_t21	t21	8	0.192	NA	43.81
LG_t21	t21	9	0.217	NA	41.52
LG_t21	t21	10	0.243	NA	36.35
LG_t21	t21	1	0.007	NA	42.96
LG_t21	t21	2	0.022	NA	41.32
LG_t21	t21	3	0.037	NA	39.58
LG_t21	t21	4	0.051	NA	38.62
LG_t21	t21	5	0.066	NA	37.66
LG_t21	t21	6	0.08	NA	35.75
LG_t21	t21	7	0.095	NA	33.43
LG_t21	t21	8	0.11	NA	32.36
LG_t21	t21	9	0.124	NA	31.67
LG_t21	t21	10	0.139	NA	29.64
LG_t21	t21	1	0.012	NA	49.73
LG_t21	t21	2	0.035	NA	48.58
LG_t21	t21	3	0.059	NA	47.38
LG_t21	t21	4	0.083	NA	45.9
LG_t21	t21	5	0.106	NA	43.98
LG_t21	t21	6	0.13	NA	41.67
LG_t21	t21	7	0.154	NA	40.52
LG_t21	t21	8	0.177	NA	40.16
LG_t21	t21	9	0.201	NA	39
LG_t21	t21	10	0.225	NA	34.41
LG_t24	t24	1	0.019	NA	47.39
LG_t24	t24	2	0.056	NA	46.9
LG_t24	t24	3	0.093	NA	46.01
LG_t24	t24	4	0.13	NA	45.48
LG_t24	t24	5	0.167	NA	45.55
LG_t24	t24	6	0.204	NA	45.32
LG_t24	t24	7	0.241	NA	47.36
LG_t24	t24	8	0.278	147.99	51.62
LG_t24	t24	9	0.315	157.84	56.62
LG_t24	t24	10	0.352	160.89	57.22
LG_t24	t24	1	0.02	NA	50.21
LG_t24	t24	2	0.059	NA	49.93
LG_t24	t24	3	0.099	NA	47.37
LG_t24	t24	4	0.139	NA	45.46
LG_t24	t24	5	0.178	NA	45.67
LG_t24	t24	6	0.218	NA	45.83
LG_t24	t24	7	0.257	NA	46.73
LG_t24	t24	8	0.297	151.66	52.36
LG_t24	t24	9	0.336	170.42	57.49
LG_t24	t24	10	0.376	178.89	58.47
LG_t24	t24	1	0.018	NA	50.06
LG_t24	t24	2	0.055	NA	49.08
LG_t24	t24	3	0.091	NA	46
LG_t24	t24	4	0.127	NA	45.44
LG_t24	t24	5	0.164	NA	45.22
LG_t24	t24	6	0.2	NA	45.12
LG_t24	t24	7	0.236	NA	46.87
LG_t24	t24	8	0.273	154.73	52.41
LG_t24	t24	9	0.309	159.79	56.85
LG_t24	t24	10	0.345	164.49	56.65
LG_t34	t34	1	0.014	183.51	55.36
LG_t34	t34	2	0.041	185.47	57.75
LG_t34	t34	3	0.069	184.78	58.49
LG_t34	t34	4	0.096	185.84	58.94
LG_t34	t34	5	0.123	187.95	59.1
LG_t34	t34	6	0.151	191.61	59.49
LG_t34	t34	7	0.178	196.99	60.04
LG_t34	t34	8	0.206	206.02	60.28
LG_t34	t34	9	0.233	204	58.18
LG_t34	t34	10	0.26	196.21	49.76
LG_t34	t34	1	0.016	182.1	55.17
LG_t34	t34	2	0.048	179.1	57.19
LG_t34	t34	3	0.08	179.08	57.51
LG_t34	t34	4	0.111	181	57.34
LG_t34	t34	5	0.143	183.37	57.38
LG_t34	t34	6	0.175	184.93	57.65
LG_t34	t34	7	0.207	188.12	57.85
LG_t34	t34	8	0.239	190.66	57.8
LG_t34	t34	9	0.27	196.43	57.63
LG_t34	t34	10	0.302	193.29	54.55
LG_t34	t34	1	0.015	177.84	53.73
LG_t34	t34	2	0.045	175.56	55.72
LG_t34	t34	3	0.075	173.77	55.46
LG_t34	t34	4	0.105	173.39	55.26
LG_t34	t34	5	0.136	176.05	55.81
LG_t34	t34	6	0.166	181.83	56.94
LG_t34	t34	7	0.196	187.34	57.83
LG_t34	t34	8	0.226	190.96	58.06
LG_t34	t34	9	0.256	198.69	56.3
LG_t34	t34	10	0.286	191.69	50.17
LG_t43	t42	1	0.013	186.97	52.4
LG_t43	t42	2	0.039	185.76	56.25
LG_t43	t42	3	0.065	184.78	57.56
LG_t43	t42	4	0.091	180.36	57.53
LG_t43	t42	5	0.117	175.29	56.53
LG_t43	t42	6	0.143	167.51	54.98
LG_t43	t42	7	0.169	156.15	54.64
LG_t43	t42	8	0.195	143.81	54.18
LG_t43	t42	9	0.221	NA	48.44
LG_t43	t42	10	0.247	NA	40.87
LG_t43	t42	1	0.011	204.04	56.94
LG_t43	t42	2	0.032	199.61	60.23
LG_t43	t42	3	0.054	194.07	61.11
LG_t43	t42	4	0.076	187.31	60.68
LG_t43	t42	5	0.097	178.41	58.96
LG_t43	t42	6	0.119	169.44	56.21
LG_t43	t42	7	0.14	158.13	54.32
LG_t43	t42	8	0.162	148.68	54.33
LG_t43	t42	9	0.183	141.66	53.78
LG_t43	t42	10	0.205	NA	48.73
LG_t43	t42	1	0.01	179.7	54.81
LG_t43	t42	2	0.031	180.65	57.62
LG_t43	t42	3	0.052	180.71	58.99
LG_t43	t42	4	0.073	180.16	59.09
LG_t43	t42	5	0.093	178.56	58.49
LG_t43	t42	6	0.114	175.45	57.41
LG_t43	t42	7	0.135	170.91	56.13
LG_t43	t42	8	0.156	164.65	55.24
LG_t43	t42	9	0.176	160.95	54.3
LG_t43	t42	10	0.197	NA	51.42
LG_t45	t45	1	0.009	215.43	54.39
LG_t45	t45	2	0.027	225.26	57.34
LG_t45	t45	3	0.045	234.06	59.49
LG_t45	t45	4	0.063	242.63	61.23
LG_t45	t45	5	0.081	252.38	62.63
LG_t45	t45	6	0.1	263.62	63.49
LG_t45	t45	7	0.118	275.83	63.45
LG_t45	t45	8	0.136	282.09	62.28
LG_t45	t45	9	0.154	275.86	58.86
LG_t45	t45	10	0.172	NA	52.78
LG_t45	t45	1	0.012	210.07	54.07
LG_t45	t45	2	0.036	217	57.11
LG_t45	t45	3	0.06	226.44	59.28
LG_t45	t45	4	0.084	235.59	60.57
LG_t45	t45	5	0.108	246.35	61.69
LG_t45	t45	6	0.132	256.45	62.24
LG_t45	t45	7	0.156	268.67	61.8
LG_t45	t45	8	0.18	274.82	60.82
LG_t45	t45	9	0.204	262.22	57.33
LG_t45	t45	10	0.228	252.39	51.3
LG_t45	t45	1	0.01	204.97	54.95
LG_t45	t45	2	0.03	209.3	57
LG_t45	t45	3	0.051	214.9	57.95
LG_t45	t45	4	0.071	221.65	58.92
LG_t45	t45	5	0.091	229.37	59.69
LG_t45	t45	6	0.112	237.75	60.05
LG_t45	t45	7	0.132	247.83	60.16
LG_t45	t45	8	0.152	259.64	59.9
LG_t45	t45	9	0.173	266.81	58.45
LG_t45	t45	10	0.193	253.48	54.9
SM_si13	t13	1	0.018	NA	57.14
SM_si13	t13	2	0.055	NA	56.84
SM_si13	t13	3	0.092	157.75	56.75
SM_si13	t13	4	0.129	160.96	58.51
SM_si13	t13	5	0.166	162.82	60.65
SM_si13	t13	6	0.203	170.08	62.35
SM_si13	t13	7	0.24	180.89	63.48
SM_si13	t13	8	0.277	192.82	64.23
SM_si13	t13	9	0.314	198.49	66.13
SM_si13	t13	10	0.351	189.66	64.77
SM_si13	t13	1	0.017	171.48	62.34
SM_si13	t13	2	0.052	168.57	63.96
SM_si13	t13	3	0.086	165.47	63.49
SM_si13	t13	4	0.121	165.69	64.31
SM_si13	t13	5	0.155	170.55	65.88
SM_si13	t13	6	0.189	176.63	67.31
SM_si13	t13	7	0.224	181.39	68.09
SM_si13	t13	8	0.258	190.49	68.6
SM_si13	t13	9	0.293	193.17	68.08
SM_si13	t13	10	0.327	191.7	65.13
SM_si13	t13	1	0.015	168.63	62.4
SM_si13	t13	2	0.044	163.43	62.58
SM_si13	t13	3	0.074	160.15	61.68
SM_si13	t13	4	0.104	163.81	62.81
SM_si13	t13	5	0.133	173.24	66.06
SM_si13	t13	6	0.163	180.59	68.68
SM_si13	t13	7	0.192	186.59	70.81
SM_si13	t13	8	0.222	185.43	71.23
SM_si13	t13	9	0.252	182.81	70.07
SM_si13	t13	10	0.281	179.18	67.08
SM_si21	t21	1	0.013	198.18	63.28
SM_si21	t21	2	0.038	196.42	65.43
SM_si21	t21	3	0.064	188.24	66.04
SM_si21	t21	4	0.089	180.49	65.68
SM_si21	t21	5	0.115	173.22	65.03
SM_si21	t21	6	0.14	166.83	64.81
SM_si21	t21	7	0.166	160.95	64.06
SM_si21	t21	8	0.191	157.1	62.11
SM_si21	t21	9	0.217	151.79	59.88
SM_si21	t21	10	0.242	146.8	58.73
SM_si21	t21	1	0.013	190.57	63.69
SM_si21	t21	2	0.038	187.98	66.43
SM_si21	t21	3	0.064	180.17	67.18
SM_si21	t21	4	0.089	172.93	66.78
SM_si21	t21	5	0.115	167.88	66.45
SM_si21	t21	6	0.14	159.92	65.65
SM_si21	t21	7	0.166	151.42	64.02
SM_si21	t21	8	0.191	144.5	61.89
SM_si21	t21	9	0.217	135.49	60.29
SM_si21	t21	10	0.242	NA	59.01
SM_si21	t21	1	0.011	NA	63.35
SM_si21	t21	2	0.033	178.28	64.8
SM_si21	t21	3	0.054	174.95	65.07
SM_si21	t21	4	0.076	169.66	64.34
SM_si21	t21	5	0.098	162.6	62.89
SM_si21	t21	6	0.119	155.61	61.31
SM_si21	t21	7	0.141	150.32	60.24
SM_si21	t21	8	0.163	145.48	60.03
SM_si21	t21	9	0.185	136.06	60.31
SM_si21	t21	10	0.206	NA	60.28
SM_si34	t34	1	0.019	231.74	65.09
SM_si34	t34	2	0.057	227.4	67.22
SM_si34	t34	3	0.095	226.5	67.53
SM_si34	t34	4	0.133	228.06	67.61
SM_si34	t34	5	0.171	232.39	68.11
SM_si34	t34	6	0.209	238.37	69.17
SM_si34	t34	7	0.247	241.22	70.49
SM_si34	t34	8	0.285	233.58	71.45
SM_si34	t34	9	0.323	224.77	68.9
SM_si34	t34	10	0.361	NA	61.05
SM_si34	t34	1	0.02	226.03	65.67
SM_si34	t34	2	0.059	222.51	67.49
SM_si34	t34	3	0.099	222.42	67.6
SM_si34	t34	4	0.139	224.65	69.32
SM_si34	t34	5	0.178	229.63	70.3
SM_si34	t34	6	0.218	232.45	69.98
SM_si34	t34	7	0.257	231.67	70.71
SM_si34	t34	8	0.297	222.47	70.23
SM_si34	t34	9	0.336	NA	64.69
SM_si34	t34	10	0.376	NA	59.78
SM_si34	t34	1	0.019	218.89	63.1
SM_si34	t34	2	0.057	218.21	66.07
SM_si34	t34	3	0.095	221.17	67.46
SM_si34	t34	4	0.134	223.05	69.15
SM_si34	t34	5	0.172	223.01	70.35
SM_si34	t34	6	0.21	224.19	70.85
SM_si34	t34	7	0.248	228.79	71.1
SM_si34	t34	8	0.286	232.43	71.39
SM_si34	t34	9	0.324	233.03	70.96
SM_si34	t34	10	0.362	233.71	64.01
SM_si42	t42	1	0.016	246.53	66.36
SM_si42	t42	2	0.048	244.66	69.28
SM_si42	t42	3	0.08	240.39	70.48
SM_si42	t42	4	0.111	234.68	71.12
SM_si42	t42	5	0.143	226.22	72.08
SM_si42	t42	6	0.175	209.33	73.97
SM_si42	t42	7	0.207	189.32	74.64
SM_si42	t42	8	0.239	173.46	72.78
SM_si42	t42	9	0.271	160.54	70
SM_si42	t42	10	0.303	149.7	65.61
SM_si42	t42	1	0.013	242.03	64.38
SM_si42	t42	2	0.04	241.6	68.32
SM_si42	t42	3	0.067	236.87	70.06
SM_si42	t42	4	0.094	232.1	71.68
SM_si42	t42	5	0.121	218.5	73.66
SM_si42	t42	6	0.148	198.82	74.5
SM_si42	t42	7	0.175	183.02	72.94
SM_si42	t42	8	0.202	172.11	70.83
SM_si42	t42	9	0.228	160.99	68.79
SM_si42	t42	10	0.255	154.12	65.96
SM_si42	t42	1	0.012	241.22	67.69
SM_si42	t42	2	0.037	242.24	70.08
SM_si42	t42	3	0.061	239.74	71.73
SM_si42	t42	4	0.085	232.12	73.3
SM_si42	t42	5	0.11	219.06	74.02
SM_si42	t42	6	0.134	200.67	73.37
SM_si42	t42	7	0.158	185.41	72
SM_si42	t42	8	0.183	173.77	70.98
SM_si42	t42	9	0.207	163.34	69.84
SM_si42	t42	10	0.231	156.1	67.27
SM_si42	t42	1	0.012	237.87	67.38
SM_si42	t42	2	0.037	241.18	69.94
SM_si42	t42	3	0.062	238.7	70.9
SM_si42	t42	4	0.086	231.59	71.54
SM_si42	t42	5	0.111	219.03	72.13
SM_si42	t42	6	0.136	202.9	72.56
SM_si42	t42	7	0.16	186.25	71.98
SM_si42	t42	8	0.185	174.39	70.51
SM_si42	t42	9	0.209	161.61	68.53
SM_si42	t42	10	0.234	153.75	65.6
SM_si42	t42	1	0.013	217.49	64.38
SM_si42	t42	2	0.038	216.12	67.71
SM_si42	t42	3	0.064	213.02	69.68
SM_si42	t42	4	0.089	206.79	71.17
SM_si42	t42	5	0.115	194.35	71.38
SM_si42	t42	6	0.14	178.19	70.18
SM_si42	t42	7	0.166	163.08	69.22
SM_si42	t42	8	0.191	153.25	68.34
SM_si42	t42	9	0.217	146.52	65.61
SM_si42	t42	10	0.242	NA	61.06
SM_si42	t42	1	0.01	216.64	63.71
SM_si42	t42	2	0.029	218.49	67.12
SM_si42	t42	3	0.049	219.42	68.61
SM_si42	t42	4	0.069	215.26	69.28
SM_si42	t42	5	0.088	206.72	69.61
SM_si42	t42	6	0.108	195.85	69.44
SM_si42	t42	7	0.127	181.63	68.39
SM_si42	t42	8	0.147	168.19	66.35
SM_si42	t42	9	0.166	156.69	63.88
SM_si42	t42	10	0.186	151	61.6
SM_si45	t45	1	0.011	273.52	64.74
SM_si45	t45	2	0.032	282.88	66.92
SM_si45	t45	3	0.054	295.03	68.6
SM_si45	t45	4	0.075	300.43	69.53
SM_si45	t45	5	0.097	309.17	70.19
SM_si45	t45	6	0.119	317	70.74
SM_si45	t45	7	0.14	324.78	71.07
SM_si45	t45	8	0.162	329.55	71.21
SM_si45	t45	9	0.183	325.03	70.77
SM_si45	t45	10	0.205	314.27	69.43
SM_si45	t45	1	0.009	269.78	65.07
SM_si45	t45	2	0.026	270.94	66.51
SM_si45	t45	3	0.043	277.15	67.07
SM_si45	t45	4	0.061	282.95	67.42
SM_si45	t45	5	0.078	288.29	67.46
SM_si45	t45	6	0.096	290.92	67.1
SM_si45	t45	7	0.113	293.19	66.58
SM_si45	t45	8	0.13	296.99	66.15
SM_si45	t45	9	0.148	300.07	65.54
SM_si45	t45	10	0.165	299.98	64.28
SM_si45	t45	1	0.009	268.93	65.67
SM_si45	t45	2	0.027	276.99	68.35
SM_si45	t45	3	0.045	284.6	69.7
SM_si45	t45	4	0.064	290.98	70.27
SM_si45	t45	5	0.082	297.99	70.15
SM_si45	t45	6	0.1	303.77	69.43
SM_si45	t45	7	0.118	308.08	68.77
SM_si45	t45	8	0.136	310.89	68.3
SM_si45	t45	9	0.155	312.76	67.08
SM_si45	t45	10	0.173	311.48	64.63
ZM_tou13	t13	1	0.017	NA	66.13
ZM_tou13	t13	2	0.051	128.37	66.22
ZM_tou13	t13	3	0.086	126.54	65.08
ZM_tou13	t13	4	0.12	125.3	65.78
ZM_tou13	t13	5	0.154	127.64	67.1
ZM_tou13	t13	6	0.189	133.23	68.21
ZM_tou13	t13	7	0.223	141.41	70.73
ZM_tou13	t13	8	0.257	147.85	72.09
ZM_tou13	t13	9	0.292	152.24	70.52
ZM_tou13	t13	10	0.326	154.07	65.38
ZM_tou13	t13	1	0.018	NA	66.47
ZM_tou13	t13	2	0.054	127.33	66.23
ZM_tou13	t13	3	0.09	125.77	65.85
ZM_tou13	t13	4	0.125	125.31	65.15
ZM_tou13	t13	5	0.161	127.41	66.42
ZM_tou13	t13	6	0.197	132.47	67.54
ZM_tou13	t13	7	0.233	140.24	69.15
ZM_tou13	t13	8	0.269	145.21	70.28
ZM_tou13	t13	9	0.304	148.75	67.52
ZM_tou13	t13	10	0.34	150.89	63.85
ZM_tou13	t13	1	0.017	NA	64.76
ZM_tou13	t13	2	0.051	123.84	63.44
ZM_tou13	t13	3	0.085	124.12	62.61
ZM_tou13	t13	4	0.119	124.81	64.36
ZM_tou13	t13	5	0.153	129.4	66.2
ZM_tou13	t13	6	0.187	139.87	68.86
ZM_tou13	t13	7	0.221	148.35	72.07
ZM_tou13	t13	8	0.255	155.19	71.13
ZM_tou13	t13	9	0.289	159.97	69.13
ZM_tou13	t13	10	0.323	160.99	64.08
ZM_tou21	t21	1	0.016	139.33	70.65
